Product Name,Price,URL,ASIN,Aspect ratio,Batteries Required,Battery cell composition,Battery life,Best Sellers Rank,Brand,CPU manufacturer,CPU model,CPU speed,Colour,Compatible devices,Computer Memory Type,Connectivity technology,Connector Type,Country/Region of origin,Customer Reviews,Date First Available,Digital storage capacity,Display Technology,Display Type,Display resolution maximum,Flash Memory Installed Size,Form Factor,Form factor,Graphics Card Description,Graphics Coprocessor,Graphics RAM Type,Graphics card description,Graphics coprocessor,Graphics processor manufacturer,Hard Disk Description,Hard Drive Size,Hard disk description,Hard disk size,Hardware Platform,Human interface input,Item Model Number,Item Weight,Item weight,Manufacturer,Manufacturer reference,Memory Storage Capacity,Memory storage capacity,Model,Model Name,Model name,Model year,Mounting Hardware,Number of Ports,Operating System,Operating system,Package Dimensions,Part Number,Power Source,Processor Brand,Processor Count,Processor Speed,Processor Type,Processor count,Processor model number,Product dimensions,RAM Size,RAM memory installed size,Ram Memory Installed Size,Ram Memory Technology,Resolution,Scanner Resolution,Screen Resolution,Screen size,Screen surface description,Shell type,Software included,Special Features,Special feature,Specific uses for product,Standing screen display size,Supports Bluetooth Technology,Total USB ports,Wattage,Wireless Type
"HP 14"" HD (1366 x 768) Display Laptop, Intel Celeron N4120, 1.1GHz, 4GB Memory, 128GB eMMC, Windows 11 Home in S Mode, One Year Office 365 Included, Natural Silver, 14-dq0760dx",$300.69,https://www.amazon.com.au/HP-Display-Celeron-Included-14-dq0760dx/dp/B0D93X9MZV/ref=sr_1_447,,,,,,,HP,,Celeron N,,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,128 GB,,,,,,,,,,,,14-dq0760dx,,,,,Windows 11 Home,,,,,,,,,,,,4 GB,,,,,,14 Inches,,,,,Fingerprint Reader,,,,,,
Dell 2024 Laptop | Inspiron | 16" 1920 x 1200 Touchscreen | Intel Core 7 150U 10-Core | 32GB DDR5 | 1TB SSD | Windows 11 Pro | Wi-Fi 6E - Bluetooth 5.2 - Backlit KB - 1080p FHD Camera - Ice Blue,"$1,761.72",https://www.amazon.com.au/Dell-Inspiron-Touchscreen-10-Core-Windows/dp/B0DF7HGFJQ/ref=sr_1_451,,,,,,,Dell,,Core i7 Family,,Ice Blue,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,Inspiron 16,,,,,Windows 11 Pro,,,,,,,,,,,,32 GB,,,,,,16 Inches,,,,,"Anti Glare Coating, Backlit Keyboard, Fingerprint Reader, Memory Card Slot, Numeric Keypad",,,,,,
"ACEMAGIC Laptop 16 GB DDR4 RAM 512 GB SSD,Alder Lake-N97?Battere N100/N95,Up to 3.6Ghz? Notebook, 15.6 Inch Full HD Laptop 2.4G/5G WiFi,BT5.0,Type_C, USB3.2,HDMI Office (Grey) 2025",$823.04,https://www.amazon.com.au/ACEMAGIC-Laptop-Notebook-Quad-Core-Lightweight/dp/B0D1MN947B/ref=sr_1_452,,,,,,,ACEMAGIC,,Intel Mobile CPU,,Gray,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,AX15,,,,,W11,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,"Tastatur mit Hintergrundbeleuchtung, Ziffernblock",,,,,,
Microsoft Laptop Surface Pro 5 12.3” QHD 2K Intel i5-7300U 8GB RAM 256GB SSD Windows 11 Pro (Renewed),$209.00,https://www.amazon.com.au/Microsoft-Surface-Pro-i5-7300U-Windows/dp/B0DT3HX77G/ref=sr_1_453,,,,,,,Microsoft,,Core i5-7300U,2.6 GHz,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,256 GB,,,,,,,,,,,,Surface Pro 5,,,,,Windows 11 Professional,,,,,,,,,,,,8 GB,,,,,,12.3 Inches,,,,,,,,,,,
Kogan Atlas D600 10.1" 2-in-1 Touchscreen Laptop with Windows 11 Home S (128GB) - KAL10D600PD,$328.00,https://www.amazon.com.au/Kogan-Atlas-Touchscreen-Laptop-Windows/dp/B0CK17Q3YP/ref=sr_1_454,,,,,,,Kogan,,Celeron,,,,,,,,,,,,,,,,,,,,Integrated,Intel UHD Graphics 600,,,,,128 GB,,,,,,,,,,,,Atlas,,,,,Windows 11 home S,,,,,,,,,,,,4 GB,,,,,,10.1 Inches,,,,,touchscreen,,,,,,
CHIBBS Laptop Computer- 10.1" Inch Kids Laptop Computer Powered by Android 12.0 -Quad Core Processor- 2+64gb ROM-Camera- Bluetooth- 2*USB- WiFi- Blue,$275.72,https://www.amazon.com.au/Computer-Computer-Powered-Processor-ROM-Bluetooth-HDMI-WiFi/dp/B09PFYYBQF/ref=sr_1_455,,,,,,,CHIBBS,,Cortex,,Blue,,,,,,,,,,,,,,,,,,Integrated,,,,,,32 GB,,,,,,,,,,,,CHIBBS- A133,,,,,Linux-Android 12.0,,,,,,,,,,,,2 GB,,,,,,10.1 Inches,,,,,Parental Control Features,,,,,,
Lenovo ThinkPad T460 14" HD Laptop i5-6300U 8GB 128GB SSD Win10 Pro (Renewed),$447.00,https://www.amazon.com.au/Lenovo-ThinkPad-Laptop-i5-6300U-Renewed/dp/B0DSB1XBJY/ref=sr_1_456,,,,,,,Lenovo,,Core i5-6300U,2.4 GHz,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,128 GB,,,,,,,,,,,,Lenovo ThinkPad T460,,,,,Windows 10,,,,,,,,,,,,8 GB,,,,,,14,,,,,,,,,,,
"DELL Inspiron 15 3000 3520 Business Laptop Computer 15.6'' FHD Touchscreen,11th Gen Intel 4 Cores i5-1155G7, with Microsoft Office 365,32G,1TB, Numeric Keypad, Wi-Fi, Webcam, HDMI, Black",$937.07,https://www.amazon.com.au/DELL-3520-Touchscreen-i5-1155G7-Microsoft/dp/B0CTFMTHD8/ref=sr_1_457,,,,,,,DELL,,Intel Core i5,,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,Inspiron 15 3000 3520,,,,,Windows 11 Home,,,,,,,,,,,,32 GB,,,,,,15.6 Inches,,,,,HD Audio,,,,,,
"Yoga 10.95 Inch 2-in-1 Pink Mini Laptop with Touch Screen, FHD Display, Intel 12 Gen N95 CPU (up to 3.4 GHz), 16 GB DDR5 RAM, 512 GB NVMe SSD, 360° Rotating Design, Type-C, BT, Wi-Fi, Background Light",$810.16,https://www.amazon.com.au/Laptop-Display-N95-Rotating-Background/dp/B0DYXLXC5R/ref=sr_1_458,,,,,,,Amita,,Celeron N,2 GHz,Pink,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,N95,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,10.95 Inches,,,,,,,,,,,
"HP Probook 640 G3- Intel Core i5-7200u, 16GB RAM, 256GB SSD, HD Graphics, Win 11 (Renewed)",$439.00,https://www.amazon.com.au/HP-Probook-i5-7200u-Graphics-Renewed/dp/B0FCXPWSM6/ref=sr_1_459,,,,,,,HP,,Intel Core i5,2.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,,,,,,,,ProBook 640 G3,,,,,Windows 11,,,,,,,,2,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
Acer Aspire 3 A315-24P-R2SC Slim Laptop | 15.6" Full HD IPS Display | AMD Ryzen 5 7520U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 256GB NVMe SSD | Wi-Fi 5 | Windows 11 Home,$592.49,https://www.amazon.com.au/A315-24P-R2SC-Display-Quad-Core-Processor-Graphics/dp/B0BS4CLLYF/ref=sr_1_460,,,,,,,acer,,Ryzen 5,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,256 GB,,,,,,,,,,,,A315-24P-R2SC,,,,,Windows 11 Home,,,,,,,,,,,,8 GB,,,,,,15.6 Inches,,,,,"HD Graphics, Portable",,,,,,
"Asus ExpertBook B3 14"" WUXGA, Anti-Glare LED Display, Ultra 7 155H Processor, AI Boost NPU, 16GB 1TB SSD, AI ExpertMeet, WiFi 6E, Windows 11 Pro Business Laptop","$1,529.00",https://www.amazon.com.au/ExpertBook-Anti-Glare-Processor-ExpertMeet-Business/dp/B0FN7HHD8B/ref=sr_1_461,,,,,,,ASUS,,Intel Core Ultra 7,1.8 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,2 Kilograms,,,,,,,ExpertBook B3,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
Asus ExpertBook P1 15.6" 1080p i7-13620H 16GB 512GB SSD WiFi 6 Windows 11 Pro Laptop,$999.00,https://www.amazon.com.au/ExpertBook-1080p-i7-13620H-Windows-Laptop/dp/B0FBLWRQDQ/ref=sr_1_462,,,,,,,ASUS,,Core i7,2.4 GHz,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,ExpertBook P1,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,,,,,,,
Asus ExpertBook P1 15.6" 1080p i7-13620H 16GB 512GB SSD WiFi 6 Windows 11 Pro Laptop,$999.00,https://www.amazon.com.au/ExpertBook-1080p-i7-13620H-Windows-Laptop/dp/B0FBLWRQDQ/ref=sr_1_460,,,,,,,ASUS,,Core i7,2.4 GHz,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,ExpertBook P1,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,,,,,,,
"Naclud 17.3 Inch Laptop Computer, Windows 11 Laptops with Celeron I3 Processor, 4GB DDR3 128GB SSD, 60800mWh Battery, FHD IPS Display, Type-C, HDMI, 5G WiFi, BT4.2, for Business and Students(Black)",$454.53,https://www.amazon.com.au/dp/B0FPR2MGBJ/ref=sr_1_461,,,,,,,Naclud,,Celeron,,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,128 GB,,,,,,,,,,,,M17S,,,,,Windows 11 Home,,,,,,,,,,,,4 GB,,,,,,17.3 Inches,,,,,Memory Card Slot,,,,,,
HP EliteBook 840 G11 14" WUXGA IPS Touch Ultra 7 155U 16GB RAM 512GB SSD AI Boost WiFi 6E W11P Laptop - A1RS8PT,"$2,699.00",https://www.amazon.com.au/dp/B0FRFJKNFJ/ref=sr_1_462,,,,,,,HP,,Intel Core Ultra 7,4.8 GHz,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,,,,,,,,EliteBook 840 G11,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
"HP Victus Gaming Laptop, 15.6"" FHD Display, 12th Gen 8-Core i5 12450H, GeForce RTX 3050, 32GB RAM, 2TB PCle 4.0, Backlit KB, Keypad, WiFi 6, RJ45, USB-C, US Version KB, PDG HDMI, Win 11 Pro","$1,654.99",https://www.amazon.com.au/HP-Display-GeForce-Backlit-Version/dp/B0DDBWQL57/ref=sr_1_463,,,,,,,HP,,Core i5,,Performance Blue,,,,,,,,,,,,,,,,,,Dedicated,,,,,,2 TB,,,,,,,,,,,,Victus,,,,,Windows 11 Pro,,,,,,,,,,,,32 GB,,,,,,15.6 Inches,,,,,"Backlit Keyboard, HD Audio, Memory Card Slot, Numeric Keypad",,,,,,
"Lenovo Ideapad 14 Laptop, 14"" HD Screen, Intel Pentium Silver N5030, 4GB RAM, 128GB PCIe SSD (NO eMMC), Webcam, HDMI, SD Card Reader, Win 11, Gray, 1 Year Office 365, with Bundled Accessories",$848.00,https://www.amazon.com.au/Lenovo-Ideapad-Pentium-Bundled-Accessories/dp/B0C8ZZJRSL/ref=sr_1_464,,,,,,,Lenovo,,Pentium,,Platinum Grey,,,,,,,,,,,,,,,,,,Integrated,,,,,,128 GB,,,,,,,,,,,,IdeaPad,,,,,Windows 11,,,,,,,,,,,,4 GB,,,,,,14 Inches,,,,,HD Audio,,,,,,
Lenovo ThinkPad X1 Carbon Gen 12 14" WUXGA IPS Touch Ultra 5 125U 16GB 512GB SSD AI Boost WiFi 6E Windows 11 Pro Laptop,"$2,549.00",https://www.amazon.com.au/Lenovo-ThinkPad-Carbon-125U-Windows/dp/B0DK6PNF7Z/ref=sr_1_465,,,,,,,Lenovo,,Intel Core Ultra 5,4.3 GHz,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,ThinkPad X1 Carbon Gen 12,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14,,,,,,,,,,,
Dell Precision 7540 15" 4K Laptop i7-9850H 6-Core 2.6GHz 512GB 32GB RAM RTX 3000 (Renewed),$439.00,https://www.amazon.com.au/Precision-Laptop-i7-9850H-6-Core-Renewed/dp/B0DJ175ZWT/ref=sr_1_466,,,,,,,DELL,,Intel Core i7,2.6 GHz,Black,,,,,,,,,,,,,,,,,,Dedicated,,,,,,512 GB,,,,,,,,,,,,Precision 7540,,,,,Windows 11,,,,,,,,,,,,32 GB,,,,,,15 Inches,,,,,,,,,,,
"HP 17-CN200 Business Laptop 2023 New, 17.3"" FHD IPS Display, Intel i3-1215U 6-Core, UHD Graphics, 32GB DDR4, 1TB SSD, Wi-Fi 6, Win11 Pro, COU 32GB USB","$1,162.74",https://www.amazon.com.au/HP-17-CN200-Business-i3-1215U-Graphics/dp/B0CQRCYTZV/ref=sr_1_467,,,,,,,HP,,Core i3 Family,,Natural Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,HP 17-CN200,,,,,Windows 11 Pro,,,,,,,,,,,,32 GB,,,,,,17.3 Inches,,,,,"Anti Glare Coating, HD Audio, Numeric Keypad",,,,,,
"HP 15 Notebook Laptop, 15.6"" Full HD Display, Intel Core i5-1135G7 Processor, 32GB DDR4 RAM, 1TB PCIe SSD, USB Type-C, Webcam, Wi-Fi, Windows 11 Home, Silver","$1,169.99",https://www.amazon.com.au/HP-Notebook-Display-i5-1135G7-Processor/dp/B09X87GW3P/ref=sr_1_468,,,,,,,HP,,Core i5 Family,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,Notebook,,,,,Windows 11 Home,,,,,,,,,,,,32 GB,,,,,,15.6 Inches,,,,,Backlit Keyboard,,,,,,
"HP Envy 17 Laptop, Intel 14-Core i7-13700H, 17.3"" FHD IPS Touchscreen, Intel Iris Xe Graphics, 32GB DDR4 2TB SSD, Backlit Keyboard, Thunderbolt 4, WiFi 6E, HDMI 2.1, Win11 Pro","$2,647.41",https://www.amazon.com.au/HP-i7-13700H-Touchscreen-Graphics-Thunderbolt/dp/B0CXH3R814/ref=sr_1_469,,,,,,,HP,,Core i7 Family,,Mineral silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,2 TB,,,,,,,,,,,,Envy 17,,,,,Windows 11 Pro,,,,,,,,,,,,32 GB,,,,,,17.3 Inches,,,,,"Backlit Keyboard, HD Audio, Memory Card Slot, Numeric Keypad",,,,,,
HUAWEI MateBook 14s EVO - 14 Inch Laptop - Windows 11 Intel Core i7-12700H 12th Gen Processor with 16GB RAM & 1 TB SSD Storage - 2.5K FullView Display 90Hz Touch Screen - Space Grey,$949.99,https://www.amazon.com.au/HUAWEI-MateBook-14s-EVO-i7-12700H/dp/B0BG9V3B23/ref=sr_1_470,,,,,,,HUAWEI,,Core i7,,grey,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,MateBook 14s EVO 12th Gen,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,14.2 Inches,,,,,"12th Gen Intel® Core™ EVO, Fingerprint Reader, HUAWEI FullView Display A True All-Rounder, Modern, Narrow bezels & 90% screen-to-body ratio See more",,,,,,
Lenovo Yoga Slim 9 14ILL10 Co-Pilot+ 14" 4K WQUXGA OLED Display Ultra 7 258V 32GB 1TB SSD WiFi 7 Tidal Teal Win11H 83CX000HAU,"$1,798.00",https://www.amazon.com.au/Lenovo-14ILL10-Co-Pilot-Display-83CX000HAU/dp/B0F2F839NL/ref=sr_1_471,,,,,,,Lenovo,,Intel Core Ultra 7,2.2 GHz,Tidal Teal,,,,,,,,,,,,,,,,,,Integrated,,,,,,,,,,,,,,,,,,Yoga Slim 9,,,,,Windows 11 Home,,,,,,,,,,,,32 GB,,,,,,14 Inches,,,,,"Backlit Keyboard, Fingerprint Reader, HD Audio, Lightweight",,,,,,
Acer Swift Go 14 Evo Edition Laptop | 14" OLED WQXGA+ 2880x1800 Display | Unlock AI Experiences | Intel Core Ultra 5 Processor 125H | ARC | 8GB LPDDR5 | 512GB SSD | WiFi 6E | SFG14-73-58EP,"$2,499.00",https://www.amazon.com.au/2880x1800-Display-Experiences-Processor-SFG14-73-58EP/dp/B0D78QPSSC/ref=sr_1_473,,,,,,,acer,,Intel Core i5,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,Swift Go 14 SFG14-73-58EP,,,,,Windows 11 Home,,,,,,,,,,,,8 GB,,,,,,14 Inches,,,,,"Backlit Keyboard, Fingerprint Reader, Memory Card Slot",,,,,,
HP ProBook 440 G11 14" WUXGA IPS Ultra 7 155U 16GB 512GB SSD AI Boost WiFi 6E W11P Laptop,"$1,139.00",https://www.amazon.com.au/HP-ProBook-WUXGA-Ultra-Laptop/dp/B0DSZJ415N/ref=sr_1_474,,,,,,,HP,,Intel Core Ultra 7,4.8 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,1.39 Kilograms,,,,,,,ProBook 440 G11,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
HP ZBook Firefly G11 16" WUXGA IPS Touch Ultra 7 155H 16GB 512GB SSD AI Boost WiFi 6E W11P Workstation Laptop,"$2,155.00",https://www.amazon.com.au/HP-ZBook-Firefly-Workstation-Laptop/dp/B0F7H14XD8/ref=sr_1_475,,,,,,,HP,,Intel Core Ultra 7,4.8 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,1.79 Kilograms,,,,,,,ZBook Firefly G11,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,16 Inches,,,,,,,,,,,
Asus ExpertBook P1 14" Laptop FHD i7-13700H 16GB 512GB SSD WiFi 6 Windows 11 Pro,$569.99,https://www.amazon.com.au/ExpertBook-Laptop-i7-13700H-512GB-Windows/dp/B0FBLY1TGH/ref=sr_1_476,,,,,,,ASUS,,Core i7,2.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,2 Kilograms,,,,,,,ExpertBook P1,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
"Oemgenuine Lenovo V15 Gen 4 15.6"" FHD AMD Ryzen 7 7730U (Beats Intel i7-1355U), 40GB RAM, 1TB NVMe, Wi-Fi 6 + BT, HDMI, RJ-45, HD Webcam, W11P, Business Laptop","$2,199.00",https://www.amazon.com.au/Oemgenuine-Lenovo-V15-i7-1355U-Business/dp/B0CKDJ3DCD/ref=sr_1_477,,,,,,,Oemgenuine,,AMD Ryzen 7,,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,V15 G4,,,,,Windows 11 Pro,,,,,,,,,,,,40 GB,,,,,,15.6 Inches,,,,,Webcam with physical cover,,,,,,
HP EliteBook 850 G8 15.6" Screen Core i5 11th Generation 1135G7 16GB RAM 500GB SSD Windows 11 Laptop PC (Renewed),$585.00,https://www.amazon.com.au/HP-EliteBook-Generation-Windows-Renewed/dp/B0DKPBXX37/ref=sr_1_478,,,,,,,HP,,Intel Core i5,2.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,500 GB,,,,,,,,,,,,HP850G8,,,,,Windows 11,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,,,,,,,
Microsoft Surface Laptop Studio - 14.4" Touchscreen - Intel® Core™ i7 - 16GB Memory - 512GB SSD - Platinum,"$4,299.00",https://www.amazon.com.au/Microsoft-Surface-Laptop-Studio-Touchscreen/dp/B07XC2XGR9/ref=sr_1_479,,,,,,,Microsoft,,Core i7,,Platinum,,,,,,,,,,,,,,,,,,Dedicated,,,,,,512 GB,,,,,,,,,,,,Surface Laptop,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,12.3 Inches,,,,,touchscreen,,,,,,
Lenovo IdeaPad 1 Laptop | 15.6" Full HD Display | AMD Ryzen 5 | AMD Radeon Graphics | 16GB RAM | 512GB SSD | Windows 11 Home | QWERTZ | Cloud Grey | 3 Months Premium Care,"$1,999.00",https://www.amazon.com.au/Lenovo-IdeaPad-Display-Graphics-Windows/dp/B0DDCQJH2F/ref=sr_1_480,,,,,,,Lenovo,,Ryzen 5,,grey,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,IdeaPad 1 15AMN7,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,"Dolby Audio, Leicht, Office Trial, SD Card Reader",,,,,,
"ASUS ROG Ally – 7"" FHD IPS, AMD Ryzen R1 Extreme, 16GB RAM, 512GB SSD, iGPU, Windows 11 Home - UK Version","$1,990.00",https://www.amazon.com.au/ASUS-ROG-Ally-Extreme-Windows/dp/B0C56YGYF4/ref=sr_1_481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo LOQ 15.6" 144Hz FHD IPS Gaming Laptop 2024 | AMD Ryzen 7 7435HS 8-Core | NVIDIA GeForce RTX 4060 8GB | Backlit Keyboard | USB-C | WiFi 6 | 16GB DDR5 512GB SSD | Win11 Home,"$1,599.00",https://www.amazon.com.au/Lenovo-Gaming-GeForce-Backlit-Keyboard/dp/B0D631NR27/ref=sr_1_482,,,,,,,Lenovo,,Ryzen 7,,Luna Grey,,,,,,,,,,,,,,,,,,Dedicated,,,,,,512 GB,,,,,,,,,,,,LOQ Gaming,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,"Anti Glare Coating, Backlit Keyboard, HD Audio, Numeric Keypad",,,,,,
HP ZBook Firefly G11 14" WUXGA IPS Touch Ultra 7 155H 16GB RAM RTX A500 512GB SSD AI Boost WiFi 6E W11P Workstation Laptop,"$2,045.00",https://www.amazon.com.au/HP-ZBook-Firefly-Workstation-Laptop/dp/B0F4JN8GTY/ref=sr_1_483,,,,,,,HP,,Intel Core Ultra 7,4.8 GHz,,,,,,,,,,,,,,,,,,,Dedicated,NVIDIA RTX A500,,,,SSD,,,,,,,,,,,,,ZBook Firefly G11,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
Lenovo ThinkPad T14s Gen 3 4G LTE 14" WUXGA IPS Touch i7-1255U 16GB 512GB SSD WiFi 6E W10/W11P Laptop,"$1,375.95",https://www.amazon.com.au/Lenovo-ThinkPad-WUXGA-i7-1255U-Laptop/dp/B0CKDYJ8N3/ref=sr_1_484,,,,,,,Lenovo,,Core i7 Family,,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,Lenovo ThinkPad T14s Gen 3,,,,,"Windows 11 DG Windows 10 Pro 64, English",,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,"Backlit Keyboard, Touchscreen",,,,,,
"Lenovo ThinkPad T16 Gen 3 Business Laptop 16” FHD+ Display, Intel Ultra 7-155U (Beats i7-1355U), 64GB DDR5 RAM, 2TB SSD, 5MB Webcam, WiFi 6E + BT, RJ-45, HDMI, Win 11 Pro, AI Copilot - Black",$809.00,https://www.amazon.com.au/Lenovo-ThinkPad-T16-Gen-Business/dp/B0DCD39X3F/ref=sr_1_484,,,,,,,Lenovo,,Intel Core Ultra 7,,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,2 TB,,,,,,,,,,,,Lenovo ThinkPad T16 Gen 3,,,,,Windows 11 Pro,,,,,,,,,,,,64 GB,,,,,,16 Inches,,,,,"ThinkPad T16 G3, Windows Pro 11",,,,,,
"HP Pavilion 15.6"" HD Touchscreen Laptop, Intel i3-1215U, 16GB RAM, 1.16TB Storage(1TB SSD+160GB Docking Station Set), Intel UHD Graphics, Num Pad, Webcam, Wi-Fi 6E, Win 11 Pro, Silver",$954.75,https://www.amazon.com.au/HP-Pavilion-Touchscreen-i3-1215U-Graphics/dp/B0DXCQZ747/ref=sr_1_485,,,,,,,HP,,Core i3,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,HP Pavilion,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,Numeric Keypad,,,,,,
"Lenovo IdeaPad Slim 3 Chromebook, 14"" FHD Touchscreen, MediaTek Kompanio 520 Processor, 4GB LPDDR4X RAM, 352GB Storage (64GB eMMC + 288GB Docking Station Set), WiFi 6, Webcam, Chrome OS, Abyss Blue",$368.00,https://www.amazon.com.au/Lenovo-IdeaPad-Chromebook-Touchscreen-Processor/dp/B0DGCW3XL7/ref=sr_1_486,,,,,,,Lenovo,,Others,,Blue,,,,,,,,,,,,,,,,,,Integrated,,,,,,64 GB,,,,,,,,,,,,Lenovo IdeaPad Slim 3,,,,,Chrome OS,,,,,,,,,,,,4 GB,,,,,,14 Inches,,,,,Anti Glare Coating,,,,,,
"ASUS ROG Flow Z13 (2025) Gaming Laptop, 13-inch 2.5K 180Hz Nebula Display, AMD Ryzen AI Max 395+ Processor, 32GB RAM, 1TB Storage, Windows 11, GZ302EA-XS96","$4,499.00",https://www.amazon.com.au/ASUS-13-inch-Display-Processor-GZ302EA-XS96/dp/B0DT7MNLTD/ref=sr_1_487,,,,,,,ASUS,,Ryzen AI,,Off Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,ROG Flow Z13,,,,,Windows 11 Pro,,,,,,,,,,,,32 GB,,,,,,13.4 Inches,,,,,Backlit Keyboard,,,,,,
"ASUS Vivobook Go 14 Laptop, 14-inch, 128GB eMMC /4GB RAM, Intel Celeron N4500 (2022) and Epson EcoTank ET-1810 Wireless Single-Function Printer, Black, C11CJ71501",$638.06,https://www.amazon.com.au/ASUS-Vivobook-Wireless-Single-Function-C11CJ71501/dp/B0DBYBSY6P/ref=sr_1_488,,,,,,,ASUS,,,1.1 GHz,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,128 GB,,,,,,,,,,,,VivoBook,,,,,Windows 11 Home,,,,,,,,,,,,4 GB,,,,,,14 Inches,,,,,,,,,,,
Lenovo IdeaPad Slim 5 16" (1920x1200) IPS Touchscreen Laptop 2023 | AMD Ryzen 7 7730U 8-Core | AMD Radeon Graphics | Backlit Keyboard | Fingerprint | USB-C | WiFi 6 | 16GB DDR4 1TB SSD | Win11 Home,"$1,572.38",https://www.amazon.com.au/Lenovo-1920x1200-Touchscreen-Graphics-Fingerprint/dp/B0CN6PMGWL/ref=sr_1_489,,,,,,,Lenovo,,AMD Ryzen 7,,Abyss Blue,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,IdeaPad Slim 5,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,16 Inches,,,,,"Anti Glare Coating, Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad",,,,,,
